age,workclass,fnlwgt,education,educational-num,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K
59,Private,70857,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,1
31,Private,56026,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
45,Private,123283,HS-grad,9,Machine-op-inspct,Black,Female,0,0,15,United-States,0
31,Private,176711,HS-grad,9,Transport-moving,White,Male,0,0,38,United-States,0
41,State-gov,70884,HS-grad,9,Tech-support,White,Male,0,0,40,United-States,0
60,Private,178312,HS-grad,9,Sales,White,Male,7298,0,65,United-States,1
24,Private,24243,HS-grad,9,Craft-repair,White,Male,0,1590,40,United-States,0
58,Private,183810,HS-grad,9,Other-service,White,Male,0,0,24,United-States,0
39,Private,132879,Some-college,10,Exec-managerial,White,Male,0,0,50,United-States,1
25,Private,476334,HS-grad,9,Sales,White,Male,0,0,48,United-States,0
42,Private,416506,Assoc-acdm,12,Tech-support,White,Male,14084,0,36,United-States,1
22,Private,347867,HS-grad,9,Sales,White,Male,0,1719,40,United-States,0
39,Private,172855,HS-grad,9,Adm-clerical,Black,Female,0,0,40,United-States,0
36,Private,263896,HS-grad,9,Adm-clerical,Black,Female,0,0,40,United-States,0
26,Private,181896,HS-grad,9,Other-service,White,Female,0,0,40,United-States,0
53,Private,77927,5th-6th,3,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,50,Philippines,0
28,Private,72443,Some-college,10,Exec-managerial,White,Male,0,1669,60,United-States,0
21,Private,191460,11th,7,Other-service,Black,Female,0,0,40,United-States,0
62,Private,178745,HS-grad,9,Craft-repair,White,Male,0,0,45,United-States,1
29,Private,119793,Some-college,10,Sales,White,Male,0,0,50,United-States,0
41,Private,267252,Some-college,10,Machine-op-inspct,Black,Male,0,1902,40,United-States,1
21,State-gov,24008,Some-college,10,Craft-repair,White,Male,0,0,35,United-States,0
25,Private,281627,Bachelors,13,Tech-support,White,Female,0,1564,30,United-States,1
29,State-gov,160731,Masters,14,Tech-support,White,Male,0,0,50,Germany,0
47,State-gov,149337,HS-grad,9,Adm-clerical,White,Male,0,0,38,United-States,0
70,Private,195739,10th,6,Craft-repair,White,Male,0,0,45,United-States,0
39,Private,66687,Some-college,10,Craft-repair,White,Male,0,0,45,United-States,0
46,Private,28074,Some-college,10,Craft-repair,White,Male,0,0,89,United-States,1
46,Private,364913,11th,7,Transport-moving,Black,Male,0,0,40,United-States,0
43,Private,162003,Some-college,10,Machine-op-inspct,White,Male,0,0,40,United-States,0
27,Private,189565,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,0
42,Private,344572,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,1
57,Private,176904,11th,7,Handlers-cleaners,White,Male,0,0,40,United-States,0
28,Private,203776,HS-grad,9,Craft-repair,White,Male,0,0,45,Poland,0
33,Private,336061,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,0
36,Self-emp-inc,107218,Some-college,10,Sales,Asian-Pac-Islander,Male,0,0,55,United-States,0
45,Private,99355,HS-grad,9,Protective-serv,Black,Male,0,0,40,United-States,1
59,Private,750972,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
25,Private,224203,11th,7,Craft-repair,Other,Male,0,0,40,United-States,0
45,Private,421412,HS-grad,9,Machine-op-inspct,White,Male,0,0,45,United-States,1
44,Self-emp-inc,357679,Bachelors,13,Farming-fishing,White,Male,15024,0,65,United-States,1
26,Private,288959,HS-grad,9,Sales,Black,Male,0,0,36,United-States,0
47,Private,104301,11th,7,Other-service,White,Female,0,0,45,United-States,0
40,Private,133986,10th,6,Transport-moving,White,Female,0,0,70,United-States,0
19,Private,100790,HS-grad,9,Prof-specialty,White,Female,0,0,40,United-States,0
40,Private,153799,1st-4th,2,Machine-op-inspct,White,Female,0,0,40,Dominican-Republic,0
47,Private,302711,11th,7,Adm-clerical,White,Female,0,0,40,United-States,0
31,Private,246439,Some-college,10,Craft-repair,White,Male,0,0,45,United-States,0
24,Private,236907,HS-grad,9,Farming-fishing,White,Male,0,0,55,United-States,0
56,Private,287833,Some-college,10,Adm-clerical,White,Female,0,0,35,United-States,1
19,Private,113546,11th,7,Craft-repair,White,Male,0,0,56,United-States,0
42,Private,152629,Some-college,10,Sales,White,Male,0,0,45,United-States,1
67,Private,101132,7th-8th,4,Craft-repair,White,Male,1797,0,40,United-States,0
49,State-gov,36177,Bachelors,13,Exec-managerial,White,Male,0,0,45,United-States,1
28,Private,51672,HS-grad,9,Craft-repair,White,Male,0,0,35,United-States,0
36,Private,216845,1st-4th,2,Other-service,White,Male,0,0,40,Mexico,0
24,Private,304386,HS-grad,9,Other-service,White,Female,0,0,30,United-States,0
33,Private,124187,11th,7,Transport-moving,Black,Male,0,0,60,United-States,0
25,Private,159732,Some-college,10,Adm-clerical,White,Male,0,0,42,United-States,0
45,Private,44489,HS-grad,9,Transport-moving,White,Male,0,0,45,United-States,0
28,Private,136077,Assoc-voc,11,Craft-repair,White,Male,0,0,40,Poland,0
24,Private,95984,Assoc-voc,11,Sales,White,Male,0,0,55,United-States,0
23,Private,277328,Some-college,10,Handlers-cleaners,White,Male,0,0,32,Cuba,0
32,Private,127384,Assoc-voc,11,Craft-repair,White,Male,0,0,55,United-States,1
40,State-gov,184378,Bachelors,13,Adm-clerical,White,Male,0,0,40,United-States,0
36,Private,140327,HS-grad,9,Sales,White,Female,7298,0,35,United-States,1
32,Self-emp-inc,169152,Assoc-voc,11,Exec-managerial,White,Female,10520,0,80,Greece,1
48,Private,83407,Masters,14,Prof-specialty,White,Male,0,0,50,United-States,1
38,Private,357870,12th,8,Machine-op-inspct,Black,Female,0,0,50,United-States,0
26,Private,176756,Some-college,10,Sales,White,Male,0,0,40,United-States,0
28,Private,248404,Some-college,10,Exec-managerial,White,Male,0,0,60,United-States,0
32,Private,209808,Some-college,10,Sales,White,Male,0,1740,47,United-States,0
43,Private,73333,Prof-school,15,Farming-fishing,White,Female,0,0,32,United-States,0
42,Private,83411,Some-college,10,Exec-managerial,White,Male,0,1408,40,United-States,0
61,Private,183355,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,1
47,Private,149700,Bachelors,13,Tech-support,White,Male,15024,0,40,United-States,1
17,Never-worked,237272,10th,6,,White,Male,0,0,30,United-States,0
35,Private,148906,Some-college,10,Prof-specialty,White,Female,0,0,40,United-States,0
42,Private,144056,Assoc-voc,11,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,United-States,1
49,Private,190319,Bachelors,13,Adm-clerical,Amer-Indian-Eskimo,Male,0,0,40,Philippines,0
44,Private,184871,Masters,14,Prof-specialty,White,Male,0,0,40,United-States,0
30,Private,243841,HS-grad,9,Other-service,Asian-Pac-Islander,Female,0,0,40,South,0
25,Private,216583,Bachelors,13,Exec-managerial,White,Male,0,0,43,United-States,0
34,Private,386877,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,0
27,Private,132686,12th,8,Machine-op-inspct,White,Male,0,0,50,United-States,0
19,State-gov,159269,Some-college,10,Adm-clerical,White,Male,0,0,15,United-States,0
29,Private,79586,HS-grad,9,Craft-repair,Amer-Indian-Eskimo,Male,0,0,65,United-States,0
23,Private,116830,12th,8,Craft-repair,White,Male,0,0,50,United-States,0
23,Private,161532,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
24,Private,698418,Some-college,10,Adm-clerical,Black,Female,0,0,25,United-States,0
46,Private,269045,Prof-school,15,Prof-specialty,Black,Male,0,0,40,United-States,1
48,Private,155372,HS-grad,9,Machine-op-inspct,White,Female,0,0,36,United-States,0
31,Private,111883,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
36,Private,306567,HS-grad,9,Transport-moving,White,Female,0,0,40,United-States,1
31,State-gov,78291,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
38,Private,177121,Some-college,10,Other-service,White,Female,0,0,58,United-States,0
34,Private,426431,Some-college,10,Craft-repair,White,Male,0,0,48,United-States,1
47,Private,155107,HS-grad,9,Tech-support,White,Male,0,0,40,United-States,0
54,Private,108960,11th,7,Machine-op-inspct,White,Male,0,0,40,United-States,0
19,Private,163015,Some-college,10,Machine-op-inspct,White,Female,0,0,20,United-States,0
26,Private,262617,HS-grad,9,Craft-repair,White,Male,0,0,48,United-States,0
24,Private,73514,Some-college,10,Sales,Asian-Pac-Islander,Female,0,0,50,Philippines,0
49,Private,192323,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,1
26,Private,202156,HS-grad,9,Other-service,White,Female,0,0,30,United-States,0
27,Private,113464,1st-4th,2,Other-service,Other,Male,0,0,35,Dominican-Republic,0
53,Private,46155,HS-grad,9,Priv-house-serv,White,Female,0,0,40,United-States,0
25,State-gov,120041,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
28,State-gov,149624,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,1
59,Private,328525,HS-grad,9,Adm-clerical,White,Male,2414,0,15,United-States,0
39,Private,203204,Assoc-acdm,12,Adm-clerical,White,Female,0,0,25,United-States,1
40,Private,222011,Masters,14,Prof-specialty,White,Female,0,0,45,United-States,1
74,State-gov,117017,Some-college,10,Sales,White,Male,0,0,16,United-States,0
40,State-gov,385357,Bachelors,13,Protective-serv,White,Male,0,0,72,United-States,1
37,Private,86150,Bachelors,13,Other-service,Asian-Pac-Islander,Female,0,0,30,United-States,1
63,Private,133144,HS-grad,9,Other-service,White,Male,2580,0,20,United-States,0
57,Private,69884,HS-grad,9,Sales,White,Male,0,0,40,United-States,1
38,Private,258339,Assoc-voc,11,Other-service,White,Male,0,0,70,Iran,0
20,Private,147523,9th,5,Handlers-cleaners,White,Female,0,0,40,El-Salvador,0
36,Private,151764,Some-college,10,Sales,White,Male,5178,0,40,United-States,1
72,State-gov,120733,7th-8th,4,Other-service,Black,Female,0,0,40,United-States,0
36,Private,111128,Some-college,10,Craft-repair,White,Male,0,0,45,United-States,0
21,Private,147655,HS-grad,9,Other-service,White,Female,0,0,35,United-States,0
37,Private,238049,9th,5,Priv-house-serv,White,Female,0,0,30,El-Salvador,0
42,Private,193494,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,1
48,Private,197683,Some-college,10,Sales,Black,Male,0,0,40,United-States,1
29,Private,142519,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,0
37,Private,278924,HS-grad,9,Sales,White,Male,0,0,40,United-States,0
43,State-gov,126701,Bachelors,13,Exec-managerial,White,Male,0,0,35,United-States,1
23,Private,213955,HS-grad,9,Adm-clerical,Black,Male,0,2001,40,United-States,0
54,Private,175339,HS-grad,9,Sales,White,Male,0,0,50,United-States,0
35,Private,209609,HS-grad,9,Transport-moving,White,Male,0,0,60,United-States,0
63,Private,301108,11th,7,Sales,White,Male,0,0,22,United-States,0
39,Private,179481,Bachelors,13,Sales,White,Male,0,0,40,United-States,0
47,Private,161950,Bachelors,13,Other-service,White,Female,0,0,25,Germany,0
35,Private,37314,Some-college,10,Craft-repair,White,Male,5013,0,40,United-States,0
45,Private,185397,Assoc-acdm,12,Craft-repair,White,Male,0,0,40,United-States,0
40,Private,165309,Some-college,10,Transport-moving,White,Male,0,0,43,United-States,0
30,Private,196342,Masters,14,Prof-specialty,White,Male,0,0,40,Ireland,0
31,Private,189461,Assoc-acdm,12,Adm-clerical,White,Female,0,0,41,United-States,0
34,Private,258170,HS-grad,9,Exec-managerial,White,Female,0,0,38,United-States,0
25,Private,145434,Some-college,10,Machine-op-inspct,White,Female,0,0,25,United-States,0
53,Private,139127,HS-grad,9,Other-service,White,Female,0,0,40,United-States,0
52,Private,117700,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
33,Private,104509,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,0
19,Private,213024,12th,8,Handlers-cleaners,White,Male,0,0,40,United-States,0
24,Private,271379,Some-college,10,Sales,White,Female,0,0,25,United-States,0
39,Private,215981,Some-college,10,Sales,White,Male,0,0,40,United-States,1
18,Private,157131,12th,8,Sales,White,Female,0,0,8,United-States,0
50,Private,133963,Bachelors,13,Sales,White,Female,0,0,50,United-States,0
53,Private,230936,Bachelors,13,Sales,White,Male,0,0,40,United-States,1
26,Private,184026,Some-college,10,Prof-specialty,Other,Male,0,0,50,United-States,0
31,Private,178841,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
40,Private,31621,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
23,Private,42251,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
25,Private,75821,Some-college,10,Prof-specialty,White,Female,0,0,40,United-States,0
64,Private,137205,Assoc-voc,11,Craft-repair,White,Male,0,0,48,United-States,0
46,Private,273771,Bachelors,13,Sales,White,Male,99999,0,40,United-States,1
38,Private,52738,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,0
66,Private,304957,HS-grad,9,Priv-house-serv,White,Female,0,0,25,United-States,0
28,Private,191088,Bachelors,13,Exec-managerial,White,Female,0,0,40,United-States,1
40,Private,182140,HS-grad,9,Transport-moving,Black,Male,0,0,40,United-States,0
22,Private,90896,Some-college,10,Sales,White,Female,0,0,40,United-States,0
22,Private,194031,Some-college,10,Other-service,White,Female,0,0,15,United-States,0
29,Private,543477,Some-college,10,Adm-clerical,Black,Female,0,0,40,United-States,0
18,Self-emp-inc,29582,11th,7,Farming-fishing,White,Male,0,0,50,United-States,0
21,Private,215039,HS-grad,9,Craft-repair,White,Male,0,0,13,,0
41,State-gov,176663,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
40,Private,145441,HS-grad,9,Exec-managerial,White,Male,0,1485,40,United-States,1
42,Private,201520,Some-college,10,Craft-repair,White,Male,0,0,50,United-States,0
45,Private,242552,Some-college,10,Sales,Black,Male,0,0,40,United-States,0
36,Private,62346,HS-grad,9,Craft-repair,Black,Male,0,0,40,United-States,0
47,Private,195688,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
28,Private,107411,Bachelors,13,Prof-specialty,White,Female,0,0,35,United-States,0
51,Private,128143,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,1
30,Private,323054,10th,6,Other-service,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
25,Private,54298,HS-grad,9,Sales,White,Male,0,0,30,United-States,0
43,Private,111252,Some-college,10,Transport-moving,White,Male,0,0,42,United-States,0
36,Private,280169,Masters,14,Exec-managerial,White,Male,0,0,50,United-States,1
35,Private,187589,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,0
33,Private,245777,HS-grad,9,Sales,White,Male,0,0,40,United-States,0
43,Private,107503,Bachelors,13,Prof-specialty,White,Male,0,0,48,United-States,1
24,Private,153133,12th,8,Machine-op-inspct,Black,Male,0,0,40,United-States,0
27,Private,153805,Some-college,10,Craft-repair,Other,Male,0,0,45,Ecuador,0
30,Private,119411,HS-grad,9,Farming-fishing,White,Male,0,0,40,United-States,0
20,Private,123173,Some-college,10,Sales,Black,Female,0,0,15,United-States,0
45,Private,180309,Some-college,10,Machine-op-inspct,White,Female,0,0,40,United-States,0
24,Private,102258,Bachelors,13,Sales,White,Male,0,0,40,United-States,0
63,Private,253556,HS-grad,9,Sales,White,Male,0,0,40,United-States,0
27,Private,134152,HS-grad,9,Machine-op-inspct,White,Male,0,0,45,United-States,0
29,Private,53063,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,0
62,Private,113080,7th-8th,4,Craft-repair,White,Male,0,0,40,United-States,0
45,Private,205100,Bachelors,13,Exec-managerial,White,Male,15024,0,60,United-States,1
21,Private,251603,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
42,Private,234633,11th,7,Transport-moving,White,Male,0,0,47,United-States,0
50,Self-emp-inc,176751,Masters,14,Exec-managerial,White,Male,0,0,80,United-States,1
23,Private,210474,Some-college,10,Other-service,White,Female,0,0,30,United-States,0
57,Private,220986,HS-grad,9,Sales,White,Male,0,0,40,United-States,1
49,Private,289964,Some-college,10,Sales,White,Male,0,0,50,United-States,0
43,Private,131435,Bachelors,13,Other-service,White,Female,0,0,40,United-States,0
56,Private,182062,Bachelors,13,Tech-support,White,Male,0,0,48,United-States,1
46,Private,153536,Some-college,10,Exec-managerial,White,Male,3103,0,40,United-States,1
41,Private,56795,Masters,14,Prof-specialty,White,Female,0,0,45,England,0
47,Private,119939,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,1
46,Private,114797,HS-grad,9,Machine-op-inspct,Black,Female,0,0,36,United-States,0
28,Private,480861,HS-grad,9,Machine-op-inspct,White,Male,0,0,45,United-States,0
68,Private,357233,HS-grad,9,Handlers-cleaners,White,Female,0,0,10,United-States,0
43,State-gov,27661,Masters,14,Prof-specialty,White,Male,0,0,45,United-States,0
28,Private,363257,Bachelors,13,Prof-specialty,Black,Male,0,0,50,United-States,0
42,Private,175526,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
20,Private,47678,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
18,Private,120691,Some-college,10,Other-service,Black,Male,0,0,35,,0
32,Private,218322,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
42,Private,210534,5th-6th,3,Adm-clerical,White,Male,0,0,40,El-Salvador,0
49,Private,239865,HS-grad,9,Tech-support,White,Male,0,0,50,United-States,1
29,Private,135296,Bachelors,13,Exec-managerial,White,Female,0,2258,45,United-States,1
27,Private,1490400,Some-college,10,Exec-managerial,White,Male,0,0,40,United-States,0
61,Private,171429,11th,7,Other-service,White,Female,0,0,36,United-States,0
23,Private,235853,HS-grad,9,Sales,White,Male,0,0,45,United-States,0
57,Private,74156,HS-grad,9,Other-service,White,Male,0,0,30,United-States,0
66,Private,30740,HS-grad,9,Tech-support,White,Female,0,0,15,United-States,0
35,Private,193106,HS-grad,9,Adm-clerical,White,Female,0,0,32,United-States,0
48,Private,355781,Bachelors,13,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,India,1
35,Private,409200,Assoc-acdm,12,Protective-serv,White,Male,0,0,40,United-States,0
37,Private,51198,Some-college,10,Craft-repair,White,Male,0,0,45,United-States,0
22,Private,61850,Masters,14,Sales,White,Female,0,0,21,United-States,0
37,Private,281751,Some-college,10,Other-service,White,Female,0,0,30,United-States,0
23,Self-emp-inc,216889,HS-grad,9,Sales,White,Male,0,1977,40,United-States,1
45,Private,45857,11th,7,Other-service,White,Female,0,0,36,United-States,0
62,Private,94318,Bachelors,13,Prof-specialty,White,Male,0,0,50,United-States,1
36,Private,33983,Assoc-voc,11,Adm-clerical,White,Male,0,0,42,United-States,1
48,Private,143299,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,0
53,Private,141388,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,1
45,Private,99179,11th,7,Adm-clerical,White,Female,0,0,40,United-States,0
29,Private,158096,Bachelors,13,Machine-op-inspct,White,Male,0,0,40,United-States,0
23,Private,208946,Bachelors,13,Sales,White,Male,0,0,40,United-States,0
57,Self-emp-inc,199768,HS-grad,9,Sales,White,Male,0,1902,30,United-States,1
28,Private,67386,HS-grad,9,Other-service,White,Female,0,0,40,United-States,0
32,Private,207668,Bachelors,13,Exec-managerial,White,Male,0,2444,50,United-States,1
21,Private,119309,Some-college,10,Tech-support,White,Male,0,1602,16,United-States,0
48,Private,149210,HS-grad,9,Craft-repair,Black,Male,0,0,45,United-States,0
47,Private,73064,7th-8th,4,Machine-op-inspct,Black,Female,0,0,35,United-States,0
21,Private,263641,HS-grad,9,Sales,White,Female,0,0,40,United-States,0
57,Private,161662,HS-grad,9,Craft-repair,White,Male,4650,0,40,United-States,0
19,Private,328167,HS-grad,9,Other-service,White,Male,0,0,35,United-States,0
38,Private,183683,10th,6,Other-service,White,Male,0,0,45,United-States,0
46,Private,501671,10th,6,Machine-op-inspct,Black,Male,0,0,40,United-States,0
27,Private,183523,Some-college,10,Transport-moving,White,Male,0,0,40,United-States,1
27,Private,380560,HS-grad,9,Farming-fishing,White,Male,0,0,40,Mexico,0
50,Private,158284,Some-college,10,Machine-op-inspct,White,Male,0,0,40,United-States,0
34,Private,199227,Some-college,10,Exec-managerial,White,Male,0,0,55,United-States,0
46,Private,234690,Bachelors,13,Adm-clerical,White,Male,0,0,40,Cuba,1
50,Private,195844,Assoc-acdm,12,Exec-managerial,White,Male,0,0,50,United-States,1
25,State-gov,81993,Bachelors,13,Prof-specialty,White,Male,0,0,46,United-States,0
30,Private,213722,Prof-school,15,Prof-specialty,White,Male,0,0,50,United-States,1
33,Private,229636,HS-grad,9,Craft-repair,White,Male,0,0,40,Mexico,0
23,Private,490645,Some-college,10,Prof-specialty,White,Male,2829,0,42,United-States,0
39,Private,177154,Bachelors,13,Sales,White,Male,15024,0,50,United-States,1
42,Private,152676,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,0
43,Private,271807,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,0
33,Private,152591,Some-college,10,Exec-managerial,White,Female,0,0,40,United-States,0
50,Private,98975,Bachelors,13,Exec-managerial,White,Male,15024,0,40,United-States,1
38,Private,186145,Some-college,10,Sales,White,Female,0,0,40,United-States,1
43,Private,108126,HS-grad,9,Other-service,White,Female,0,1762,24,United-States,0
20,Private,137618,Some-college,10,Transport-moving,White,Male,0,0,35,United-States,0
35,Private,156728,HS-grad,9,Farming-fishing,White,Male,0,0,40,United-States,0
26,Private,135603,Masters,14,Exec-managerial,White,Male,0,0,48,United-States,0
34,Private,193344,Some-college,10,Adm-clerical,White,Female,0,0,40,Germany,0
59,Self-emp-inc,31359,Masters,14,Exec-managerial,White,Male,15024,0,80,United-States,1
29,State-gov,382272,Bachelors,13,Craft-repair,White,Male,0,0,40,United-States,0
27,Private,108431,Some-college,10,Craft-repair,Black,Male,0,0,40,United-States,0
45,Private,192835,HS-grad,9,Other-service,White,Male,3942,0,40,United-States,0
43,Private,135606,Masters,14,Exec-managerial,White,Female,0,0,50,United-States,1
29,Private,370242,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,0
46,Private,85109,Some-college,10,Machine-op-inspct,White,Male,0,1628,40,United-States,0
54,Private,220055,Bachelors,13,Sales,White,Female,0,0,40,United-States,0
30,Private,129707,Some-college,10,Sales,White,Male,0,1848,40,United-States,1
24,Private,320615,HS-grad,9,Sales,White,Male,0,2205,40,United-States,0
28,Private,132078,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
18,Private,141918,HS-grad,9,Handlers-cleaners,White,Male,0,0,22,United-States,0
20,Private,74631,9th,5,Other-service,White,Female,0,0,40,United-States,0
31,Private,203488,Bachelors,13,Adm-clerical,White,Male,7298,0,50,United-States,1
40,Private,30682,HS-grad,9,Machine-op-inspct,White,Male,0,0,45,United-States,1
37,Private,179731,HS-grad,9,Other-service,White,Female,0,0,35,United-States,0
30,Private,87054,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,0
34,Private,113688,Some-college,10,Other-service,White,Female,0,0,34,United-States,0
47,Self-emp-inc,116927,HS-grad,9,Exec-managerial,White,Male,0,0,42,United-States,1
49,Private,209057,Some-college,10,Tech-support,White,Male,0,0,40,United-States,0
53,Private,290640,7th-8th,4,Craft-repair,Asian-Pac-Islander,Male,0,0,40,Vietnam,0
62,Private,109463,Some-college,10,Sales,White,Female,0,1617,33,United-States,0
39,Private,123945,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,1
34,State-gov,189843,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,0
59,Private,171015,Some-college,10,Adm-clerical,White,Female,0,0,34,United-States,0
34,Private,236318,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
31,Private,38223,Bachelors,13,Sales,White,Male,0,0,45,United-States,0
