age,workclass,fnlwgt,education,educational-num,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K
32,Private,295117,Bachelors,13,Exec-managerial,Black,Male,0,0,40,England,1
36,Private,120204,HS-grad,9,Tech-support,White,Female,0,0,40,United-States,0
33,Private,473133,Doctorate,16,Prof-specialty,White,Male,15024,0,50,United-States,1
18,Private,152182,Some-college,10,Other-service,White,Female,0,0,25,United-States,0
31,Private,203488,Bachelors,13,Sales,White,Male,0,1977,45,United-States,1
20,Private,228686,11th,7,Other-service,White,Male,0,0,40,United-States,0
40,Private,24038,Bachelors,13,Exec-managerial,White,Female,0,0,55,United-States,0
39,Private,258102,Some-college,10,Handlers-cleaners,White,Male,0,0,50,United-States,0
75,Private,239038,Some-college,10,Transport-moving,White,Male,0,0,16,United-States,0
44,Private,185602,Assoc-voc,11,Exec-managerial,White,Female,0,0,40,United-States,0
26,Private,51961,Bachelors,13,Adm-clerical,Black,Male,0,0,20,United-States,0
36,Private,111377,10th,6,Craft-repair,White,Male,0,0,40,United-States,0
20,Private,312017,Some-college,10,Protective-serv,White,Male,0,0,40,Germany,0
31,Private,175985,Some-college,10,Exec-managerial,White,Female,0,0,50,United-States,0
60,Private,532845,1st-4th,2,Craft-repair,White,Male,0,0,40,Mexico,1
25,Private,178326,Some-college,10,Sales,White,Female,0,0,40,United-States,0
29,Private,176723,Some-college,10,Sales,White,Female,0,0,25,United-States,0
28,Private,138054,Assoc-acdm,12,Other-service,Other,Male,0,0,40,United-States,0
55,Self-emp-inc,124137,Some-college,10,Sales,White,Male,0,0,40,United-States,1
45,Private,139571,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,1
52,Private,35598,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,0
35,Private,227571,7th-8th,4,Handlers-cleaners,White,Male,0,0,40,Mexico,0
63,Private,188999,HS-grad,9,Craft-repair,White,Male,0,0,48,United-States,0
35,Private,192923,HS-grad,9,Craft-repair,White,Male,0,2377,40,United-States,0
29,Private,108431,Assoc-voc,11,Exec-managerial,Black,Male,0,2415,40,United-States,1
42,Private,121264,Assoc-voc,11,Prof-specialty,White,Male,0,0,40,United-States,1
49,Private,202053,HS-grad,9,Sales,White,Female,0,0,32,United-States,0
49,Private,191320,HS-grad,9,Other-service,White,Female,0,0,24,United-States,0
39,Private,177277,HS-grad,9,Machine-op-inspct,White,Male,0,0,45,United-States,1
43,Private,226902,HS-grad,9,Sales,White,Male,0,0,80,United-States,1
39,Private,231141,HS-grad,9,Machine-op-inspct,White,Male,2829,0,40,United-States,0
24,Private,190293,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
21,Private,97212,HS-grad,9,Other-service,White,Female,0,2001,25,United-States,0
28,Private,180313,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,0
19,Private,63434,12th,8,Farming-fishing,White,Female,0,0,30,United-States,0
37,Private,112264,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,0
55,Private,27227,Some-college,10,Other-service,White,Male,0,1977,35,United-States,1
35,State-gov,106448,Masters,14,Prof-specialty,White,Male,0,0,45,United-States,0
35,Private,235485,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,1
35,Private,169638,Some-college,10,Sales,White,Female,0,0,36,United-States,0
31,Private,131633,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
49,Private,60751,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,0
27,Self-emp-inc,190911,HS-grad,9,Sales,White,Male,0,0,45,United-States,0
49,Private,90907,Some-college,10,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,Outlying-US(Guam-USVI-etc),1
38,Private,65291,Bachelors,13,Tech-support,White,Female,0,0,24,United-States,0
55,Private,171015,HS-grad,9,Sales,White,Female,0,0,40,United-States,0
21,Private,196074,9th,5,Other-service,White,Male,0,0,40,United-States,0
55,Private,393768,Assoc-voc,11,Exec-managerial,White,Male,0,0,40,United-States,0
44,Private,114753,Some-college,10,Tech-support,White,Female,0,0,38,United-States,0
43,Private,26915,Assoc-voc,11,Exec-managerial,White,Male,0,0,45,United-States,1
29,Private,107458,Bachelors,13,Sales,White,Male,0,0,50,United-States,0
55,Self-emp-inc,79662,HS-grad,9,Transport-moving,White,Male,0,0,60,United-States,0
51,Private,178693,Bachelors,13,Sales,White,Male,0,0,50,United-States,1
38,Private,31603,Bachelors,13,Craft-repair,White,Female,0,0,40,United-States,0
18,Private,215190,12th,8,Sales,White,Female,0,0,20,United-States,0
51,Private,97005,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
37,Private,184659,HS-grad,9,Machine-op-inspct,White,Male,5013,0,44,United-States,0
38,Private,309230,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,1
57,Private,71367,HS-grad,9,Other-service,White,Female,0,0,40,United-States,0
47,Private,70209,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
50,Private,198362,Assoc-voc,11,Exec-managerial,White,Female,0,0,40,United-States,0
20,Private,116666,Some-college,10,Sales,Asian-Pac-Islander,Male,0,0,8,India,0
28,Private,303954,HS-grad,9,Craft-repair,White,Male,0,1848,42,United-States,1
33,Private,83231,HS-grad,9,Other-service,White,Female,0,0,40,United-States,0
40,Private,223277,Bachelors,13,Adm-clerical,White,Male,0,0,50,United-States,1
21,Private,236696,Some-college,10,Other-service,White,Male,0,0,57,United-States,0
28,Private,178489,Bachelors,13,Exec-managerial,Black,Female,0,0,45,,0
21,Private,170456,Assoc-acdm,12,Handlers-cleaners,White,Male,0,0,15,United-States,0
41,Private,212894,5th-6th,3,Handlers-cleaners,White,Male,0,0,40,Guatemala,0
36,Private,173804,Some-college,10,Sales,White,Female,0,0,35,United-States,0
36,Private,151835,HS-grad,9,Other-service,White,Male,0,0,60,United-States,1
34,Private,152493,HS-grad,9,Transport-moving,White,Male,0,0,60,United-States,0
29,Private,187746,Some-college,10,Other-service,White,Female,0,0,40,United-States,0
45,Private,167617,Some-college,10,Other-service,White,Male,0,0,40,United-States,0
30,Private,327202,12th,8,Craft-repair,Black,Male,0,0,40,United-States,0
42,Private,121055,Bachelors,13,Sales,White,Male,0,0,60,United-States,0
25,Private,161631,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,0
31,Private,198103,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
45,Private,301802,Bachelors,13,Transport-moving,White,Male,0,0,50,United-States,1
29,Private,37933,12th,8,Other-service,Black,Female,0,0,40,United-States,0
42,Private,296749,Some-college,10,Machine-op-inspct,White,Male,0,0,45,United-States,0
68,Private,117236,Bachelors,13,Exec-managerial,White,Male,20051,0,45,United-States,1
37,Private,246677,HS-grad,9,Prof-specialty,White,Female,0,0,38,United-States,0
40,Private,388725,Some-college,10,Exec-managerial,White,Male,0,0,40,United-States,0
28,Private,274679,Masters,14,Prof-specialty,White,Male,0,0,50,United-States,0
19,Private,574271,HS-grad,9,Handlers-cleaners,White,Male,0,0,28,United-States,0
40,Private,95639,HS-grad,9,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,45,United-States,0
65,Private,115922,11th,7,Handlers-cleaners,White,Male,0,0,24,United-States,0
54,Private,254152,HS-grad,9,Prof-specialty,White,Male,0,0,40,United-States,0
43,Private,128212,5th-6th,3,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,40,Vietnam,1
48,Private,398843,Some-college,10,Sales,Black,Female,0,0,35,United-States,0
55,State-gov,294395,Assoc-voc,11,Prof-specialty,White,Female,6849,0,40,United-States,0
35,State-gov,223725,Assoc-acdm,12,Prof-specialty,White,Male,0,0,65,United-States,0
52,Private,123780,HS-grad,9,Adm-clerical,White,Female,0,0,38,United-States,0
22,Private,83998,Some-college,10,Sales,White,Male,0,0,40,United-States,0
34,Private,146161,Bachelors,13,Prof-specialty,White,Male,0,0,60,United-States,1
24,Private,744929,HS-grad,9,Exec-managerial,Black,Female,0,0,40,United-States,0
52,State-gov,189728,HS-grad,9,Other-service,White,Female,0,0,35,United-States,0
25,Private,67240,Bachelors,13,Prof-specialty,White,Male,0,0,35,United-States,0
48,Private,128796,Assoc-acdm,12,Exec-managerial,White,Male,0,0,40,United-States,1
31,Private,214235,HS-grad,9,Other-service,White,Male,0,0,65,United-States,0
40,Private,75615,HS-grad,9,Sales,Black,Male,0,0,43,United-States,0
46,Private,33794,Some-college,10,Prof-specialty,White,Male,0,0,10,United-States,0
23,Private,543028,HS-grad,9,Sales,Black,Male,0,0,40,United-States,0
23,Private,98283,Bachelors,13,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,United-States,0
52,Private,266138,Bachelors,13,Exec-managerial,White,Male,0,0,40,,1
40,State-gov,13492,HS-grad,9,Protective-serv,Amer-Indian-Eskimo,Male,0,0,84,United-States,0
44,Private,110396,Masters,14,Exec-managerial,White,Male,14084,0,56,United-States,1
27,Private,129629,Assoc-voc,11,Tech-support,White,Female,0,0,36,United-States,0
29,Private,275110,Some-college,10,Handlers-cleaners,Black,Male,0,0,42,United-States,0
30,Private,209317,HS-grad,9,Machine-op-inspct,White,Male,0,0,50,Dominican-Republic,0
54,Private,329733,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,1
45,Self-emp-inc,40666,Prof-school,15,Prof-specialty,White,Male,0,0,55,United-States,1
50,Private,102346,HS-grad,9,Adm-clerical,White,Female,0,0,36,,0
36,Private,197860,HS-grad,9,Other-service,Black,Female,0,0,40,Haiti,0
30,Private,131415,Bachelors,13,Priv-house-serv,White,Female,0,0,60,United-States,0
45,State-gov,130206,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
29,State-gov,188986,Assoc-voc,11,Tech-support,White,Female,0,1590,64,United-States,0
18,Private,42857,Some-college,10,Sales,White,Female,0,0,20,United-States,0
39,Private,356838,HS-grad,9,Farming-fishing,White,Male,0,0,12,United-States,0
19,Private,283945,HS-grad,9,Other-service,White,Male,0,0,35,United-States,0
51,Private,76044,Masters,14,Prof-specialty,Other,Male,4787,0,35,Mexico,1
45,Private,186473,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
38,Private,33983,Some-college,10,Transport-moving,White,Male,0,0,40,United-States,0
43,Private,156771,10th,6,Adm-clerical,White,Male,0,0,40,United-States,0
42,Private,296982,Some-college,10,Sales,White,Male,0,0,40,United-States,0
52,Private,22154,Some-college,10,Sales,White,Male,0,0,40,United-States,0
27,Private,79661,HS-grad,9,Sales,White,Male,4386,0,40,United-States,1
60,Private,85815,HS-grad,9,Craft-repair,Asian-Pac-Islander,Male,0,0,40,United-States,0
67,Private,229709,HS-grad,9,Sales,White,Female,0,0,40,United-States,0
29,Self-emp-inc,156815,HS-grad,9,Other-service,White,Male,0,0,40,United-States,0
44,Private,314739,Some-college,10,Sales,White,Male,0,0,40,United-States,1
37,Private,160920,Some-college,10,Sales,White,Male,0,0,45,United-States,0
51,Private,229259,Bachelors,13,Exec-managerial,White,Male,0,0,45,United-States,1
51,Private,312446,Bachelors,13,Exec-managerial,White,Male,0,0,37,United-States,1
58,Private,121111,HS-grad,9,Sales,White,Female,0,0,40,Greece,0
41,Private,180181,Masters,14,Exec-managerial,White,Female,0,0,40,United-States,0
63,Private,200127,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
33,Private,136331,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,0
26,Private,28856,Bachelors,13,Tech-support,White,Female,0,0,40,United-States,0
27,Private,194472,HS-grad,9,Priv-house-serv,White,Female,0,0,60,United-States,0
31,Private,356882,HS-grad,9,Machine-op-inspct,White,Male,5013,0,40,United-States,0
18,Private,36882,12th,8,Sales,White,Female,0,0,20,United-States,0
48,Private,219565,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
21,Private,214542,Some-college,10,Handlers-cleaners,White,Male,0,0,22,United-States,0
20,Private,216972,HS-grad,9,Sales,White,Male,0,0,30,United-States,0
39,Private,82521,Bachelors,13,Sales,White,Male,0,0,45,United-States,1
46,Private,214955,Assoc-acdm,12,Prof-specialty,White,Female,0,0,40,United-States,0
25,Private,120238,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,Poland,0
22,Private,272591,10th,6,Machine-op-inspct,White,Male,0,0,30,United-States,0
19,Private,418176,HS-grad,9,Exec-managerial,Black,Male,0,0,32,United-States,0
32,Private,181665,HS-grad,9,Adm-clerical,White,Female,0,0,50,United-States,0
42,Private,166740,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,0
38,Private,187870,Prof-school,15,Prof-specialty,White,Male,0,2415,90,United-States,1
26,Private,213081,HS-grad,9,Adm-clerical,Black,Female,0,0,40,Jamaica,0
34,Private,300681,Some-college,10,Prof-specialty,Black,Male,0,0,40,Jamaica,1
25,Private,125491,Some-college,10,Other-service,Asian-Pac-Islander,Female,0,0,34,United-States,0
30,Private,147430,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
21,Private,27255,Some-college,10,Adm-clerical,White,Male,0,0,40,,0
27,Private,29523,10th,6,Handlers-cleaners,White,Male,0,0,40,United-States,0
26,Private,33939,Some-college,10,Tech-support,White,Male,0,0,20,United-States,0
43,Private,409902,HS-grad,9,Other-service,Black,Female,0,0,96,United-States,0
36,Private,118909,Assoc-acdm,12,Adm-clerical,Black,Female,0,0,40,Jamaica,0
47,Private,155659,HS-grad,9,Exec-managerial,White,Male,0,0,60,United-States,0
54,Private,167770,HS-grad,9,Exec-managerial,White,Male,0,1902,55,United-States,1
51,Private,138847,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,1
36,Private,272950,Some-college,10,Sales,White,Male,0,0,50,United-States,0
26,Private,171114,Some-college,10,Farming-fishing,White,Female,0,0,38,United-States,0
33,Private,97939,Assoc-acdm,12,Machine-op-inspct,White,Female,0,0,42,United-States,0
24,Private,155818,Some-college,10,Sales,White,Female,0,0,40,United-States,0
36,Private,172538,HS-grad,9,Craft-repair,White,Male,0,0,52,United-States,1
22,Private,194829,Bachelors,13,Exec-managerial,White,Male,0,0,30,United-States,0
40,Private,349405,Assoc-voc,11,Prof-specialty,White,Female,0,0,36,United-States,0
41,Private,132853,1st-4th,2,Transport-moving,White,Male,0,0,40,Mexico,0
40,Private,203761,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,1
19,Private,400356,Some-college,10,Adm-clerical,White,Male,0,0,40,United-States,0
22,Private,205940,Bachelors,13,Exec-managerial,White,Female,0,0,40,United-States,0
53,Private,177916,Bachelors,13,Adm-clerical,White,Male,7298,0,40,United-States,1
23,Private,250630,Masters,14,Prof-specialty,White,Female,0,0,30,United-States,0
39,Private,231491,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,0
47,Private,125120,Bachelors,13,Craft-repair,White,Female,0,0,50,United-States,0
26,Private,160264,11th,7,Other-service,Black,Female,0,0,40,United-States,0
30,Private,209768,Assoc-voc,11,Machine-op-inspct,White,Male,0,0,40,United-States,1
37,Private,201259,11th,7,Transport-moving,White,Male,0,0,65,United-States,0
90,Private,313986,11th,7,Craft-repair,White,Male,0,0,40,United-States,0
47,Private,152073,HS-grad,9,Machine-op-inspct,White,Female,0,0,40,United-States,0
50,Private,104501,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,1
19,Private,219742,Some-college,10,Other-service,White,Female,0,0,15,United-States,0
32,Private,318647,Bachelors,13,Exec-managerial,White,Male,0,0,48,United-States,1
75,Private,101887,10th,6,Priv-house-serv,White,Female,0,0,70,United-States,0
20,Private,472789,1st-4th,2,Farming-fishing,White,Male,0,0,30,El-Salvador,0
39,State-gov,183092,Doctorate,16,Prof-specialty,White,Female,0,0,40,United-States,1
56,Private,32446,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,1
53,Private,261207,HS-grad,9,Other-service,White,Male,0,0,40,Peru,0
27,Private,150025,HS-grad,9,Sales,White,Male,0,0,40,Puerto-Rico,0
28,Private,52199,Bachelors,13,Other-service,White,Male,0,0,50,United-States,0
25,Private,203570,HS-grad,9,Other-service,Black,Male,0,0,40,United-States,0
47,Private,238185,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,0
39,Private,91711,Masters,14,Exec-managerial,White,Male,0,0,40,United-States,1
55,Private,201232,Masters,14,Exec-managerial,White,Male,0,0,55,United-States,1
58,Private,233193,HS-grad,9,Adm-clerical,White,Female,0,0,27,United-States,0
57,Private,43290,10th,6,Other-service,Amer-Indian-Eskimo,Female,0,0,20,United-States,0
40,Private,188465,HS-grad,9,Other-service,White,Female,0,0,35,United-States,0
39,Private,175972,Some-college,10,Other-service,White,Female,0,0,15,United-States,0
33,State-gov,31703,Some-college,10,Other-service,White,Male,0,0,40,United-States,0
24,Private,161198,Bachelors,13,Prof-specialty,White,Male,0,0,25,United-States,0
38,Private,682947,Bachelors,13,Exec-managerial,White,Male,0,0,55,United-States,1
29,Private,350162,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,1
18,Private,85508,12th,8,Sales,White,Female,0,0,12,United-States,0
35,Private,174077,Some-college,10,Tech-support,White,Female,0,0,32,United-States,0
33,Private,347623,Masters,14,Exec-managerial,White,Male,0,0,40,United-States,0
49,Private,102737,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,0
22,Private,157145,Assoc-voc,11,Craft-repair,White,Male,0,0,50,United-States,0
39,Private,211440,HS-grad,9,Transport-moving,White,Male,0,0,55,United-States,1
35,Private,105994,11th,7,Machine-op-inspct,White,Female,0,0,40,United-States,0
36,Private,207824,Bachelors,13,Prof-specialty,White,Male,7298,0,40,United-States,1
31,Private,234537,Bachelors,13,Prof-specialty,White,Male,7298,0,50,United-States,1
42,Private,167357,Some-college,10,Adm-clerical,White,Female,0,213,40,United-States,0
46,Private,149949,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,0
30,Private,112115,HS-grad,9,Machine-op-inspct,White,Male,0,0,60,Ireland,1
70,Private,573446,HS-grad,9,Craft-repair,White,Male,1455,0,40,United-States,0
68,Private,257557,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,1
30,Private,177304,HS-grad,9,Tech-support,White,Male,0,0,40,United-States,1
34,Private,119079,11th,7,Machine-op-inspct,Black,Male,0,0,40,United-States,0
38,Private,102938,Bachelors,13,Craft-repair,White,Male,0,0,40,United-States,0
48,Private,45564,Assoc-voc,11,Prof-specialty,White,Male,4650,0,50,United-States,0
28,Private,249362,11th,7,Transport-moving,White,Male,0,0,50,United-States,0
36,Self-emp-inc,251730,Some-college,10,Protective-serv,White,Male,0,0,60,United-States,1
38,Private,166585,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,0
49,Private,423222,Masters,14,Sales,White,Male,0,0,50,United-States,1
48,Private,67725,Bachelors,13,Sales,White,Male,0,0,45,United-States,0
62,Private,200834,Masters,14,Exec-managerial,White,Male,0,0,55,United-States,0
26,Private,66638,Bachelors,13,Exec-managerial,White,Female,0,0,50,United-States,0
55,Private,205759,Doctorate,16,Prof-specialty,White,Male,0,0,40,United-States,0
57,Private,120302,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
22,Private,180449,Some-college,10,Handlers-cleaners,White,Male,0,0,28,United-States,0
41,Private,110318,Masters,14,Other-service,White,Female,0,0,30,United-States,0
53,Private,102828,HS-grad,9,Exec-managerial,White,Male,0,0,35,United-States,1
57,Private,102442,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,0
40,Private,119493,Some-college,10,Exec-managerial,White,Female,0,0,40,United-States,0
46,Private,218329,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,0
40,Private,67243,Some-college,10,Tech-support,White,Male,0,0,40,United-States,0
18,Private,150817,HS-grad,9,Sales,White,Female,0,0,20,United-States,0
22,State-gov,203518,Some-college,10,Prof-specialty,White,Female,0,0,16,United-States,0
51,Self-emp-inc,54342,Prof-school,15,Prof-specialty,White,Male,27828,0,60,United-States,1
32,Private,168443,Masters,14,Exec-managerial,White,Female,0,0,40,United-States,0
39,Private,47871,Bachelors,13,Exec-managerial,White,Female,0,0,50,United-States,1
29,Private,183111,Assoc-voc,11,Machine-op-inspct,White,Male,0,0,40,United-States,0
30,Private,329425,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
27,Private,203697,Masters,14,Tech-support,White,Male,0,0,50,United-States,0
37,Private,60313,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
21,Private,376416,Some-college,10,Transport-moving,White,Male,0,0,40,United-States,0
23,Private,107882,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,0
36,Private,271767,Bachelors,13,Prof-specialty,White,Male,0,0,40,,0
36,Private,353524,HS-grad,9,Exec-managerial,White,Female,1831,0,40,United-States,0
35,Private,538583,11th,7,Transport-moving,Black,Male,0,0,40,United-States,0
28,Private,171067,HS-grad,9,Handlers-cleaners,White,Female,0,0,40,United-States,0
28,Private,116298,7th-8th,4,Machine-op-inspct,White,Male,0,0,45,United-States,0
24,Private,206827,Some-college,10,Sales,White,Female,5060,0,30,United-States,0
40,Private,179666,Bachelors,13,Exec-managerial,White,Male,0,0,30,Canada,0
23,Private,291854,Some-college,10,Prof-specialty,White,Female,0,0,40,United-States,0
55,Self-emp-inc,183884,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,1
36,Private,329980,Bachelors,13,Exec-managerial,White,Male,27828,0,40,United-States,1
35,Private,110013,Bachelors,13,Other-service,White,Female,0,0,40,United-States,0
71,Private,533660,7th-8th,4,Craft-repair,White,Male,0,0,40,United-States,1
47,Private,115358,HS-grad,9,Machine-op-inspct,Black,Female,0,0,40,United-States,0
46,Private,114120,Some-college,10,Tech-support,White,Female,0,0,38,United-States,0
47,Private,216999,HS-grad,9,Sales,White,Male,0,0,45,United-States,0
43,Private,106900,Some-college,10,Prof-specialty,White,Male,0,0,40,United-States,0
43,Private,298161,HS-grad,9,Machine-op-inspct,White,Female,0,0,40,Nicaragua,0
25,Private,236242,Prof-school,15,Prof-specialty,White,Female,0,0,30,United-States,0
35,Self-emp-inc,338320,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,1
42,Self-emp-inc,161532,Bachelors,13,Craft-repair,Black,Male,0,0,60,United-States,0
17,Private,98005,11th,7,Sales,White,Female,0,0,16,United-States,0
24,Private,181557,HS-grad,9,Handlers-cleaners,Black,Male,0,0,40,United-States,0
47,Self-emp-inc,332355,Masters,14,Exec-managerial,White,Male,15024,0,50,United-States,1
57,Private,233382,Masters,14,Exec-managerial,White,Male,0,0,40,Cuba,0
59,Self-emp-inc,187502,Some-college,10,Craft-repair,White,Male,0,0,50,United-States,1
72,Self-emp-inc,199233,Prof-school,15,Prof-specialty,White,Male,0,2377,35,United-States,1
20,State-gov,432052,Some-college,10,Handlers-cleaners,White,Male,0,0,15,United-States,0
33,Private,65278,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,1
42,Self-emp-inc,443508,Doctorate,16,Prof-specialty,White,Male,0,0,45,United-States,1
27,Private,329426,Masters,14,Exec-managerial,White,Male,0,0,37,United-States,0
35,Private,173586,HS-grad,9,Craft-repair,White,Male,0,0,45,United-States,1
19,Private,251579,Some-college,10,Other-service,White,Male,0,0,14,United-States,0
30,Private,168334,HS-grad,9,Sales,White,Female,0,0,30,United-States,0
52,State-gov,109600,Masters,14,Exec-managerial,White,Female,4787,0,44,United-States,1
64,Self-emp-inc,51286,Masters,14,Sales,White,Male,6418,0,65,United-States,1
38,State-gov,34364,Masters,14,Adm-clerical,White,Female,0,0,40,United-States,0
28,State-gov,175325,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,0
44,Self-emp-inc,121352,Some-college,10,Exec-managerial,White,Male,0,0,50,United-States,0
60,Self-emp-inc,93272,7th-8th,4,Sales,White,Male,0,0,60,United-States,0
34,State-gov,118551,Bachelors,13,Tech-support,White,Female,5178,0,25,,1
